,movie_id,gross
1495,2813513,"$5,530 (USA) (10 February 2013)"
1496,2813905,"$6,557,047 (USA) (7 February 2016)"
1497,2813905,"$6,281,854 (USA) (10 January 2016)"
1498,2813905,"$5,848,971 (USA) (3 January 2016)"
1499,2813905,"$4,300,678 (USA) (27 December 2015)"
1500,2813905,"$1,741,037 (USA) (20 December 2015)"
1501,2814029,"$7,655,452 (USA) (9 August 2015)"
1502,2814029,"$7,164,000 (USA) (2 August 2015)"
1503,2814122,"$446,142 (USA) (13 March 2016)"
1504,2814122,"$274,247 (USA) (6 March 2016)"
1505,2815432,"$332,843 (USA) (10 May 2015)"
1506,2815432,"$327,879 (USA) (3 May 2015)"
1507,2815432,"$324,683 (USA) (26 April 2015)"
1508,2815432,"$316,092 (USA) (12 April 2015)"
1509,2815432,"$309,300 (USA) (5 April 2015)"
1510,2815432,"$301,363 (USA) (29 March 2015)"
1511,2815432,"$281,568 (USA) (22 March 2015)"
1512,2815432,"$247,747 (USA) (15 March 2015)"
1513,2815432,"$207,850 (USA) (8 March 2015)"
1514,2815432,"$166,678 (USA) (1 March 2015)"
1515,2815432,"$122,411 (USA) (22 February 2015)"
1516,2815432,"$27,653 (USA) (8 February 2015)"
1517,2816390,"$20,555 (USA) (21 January 2016)"
1518,2816390,"$14,827 (USA) (17 January 2016)"
1519,2816719,"$1,278,690 (USA) (5 October 2014)"
1520,2818131,"$54,014,580 (USA) (10 July 2016)"
1521,2818131,"$53,888,117 (USA) (26 June 2016)"
1522,2818131,"$53,790,084 (USA) (19 June 2016)"
1523,2818131,"$53,651,877 (USA) (12 June 2016)"
1524,2818131,"$53,478,693 (USA) (5 June 2016)"
1525,2818131,"$52,712,437 (USA) (22 May 2016)"
1526,2818131,"$51,349,157 (USA) (15 May 2016)"
1527,2818131,"$48,872,111 (USA) (8 May 2016)"
1528,2818131,"$44,661,136 (USA) (1 May 2016)"
1529,2818131,"$35,719,746 (USA) (24 April 2016)"
1530,2818131,"$20,242,415 (USA) (17 April 2016)"
1531,2818768,"$11,766 (USA) (23 February 2014)"
1532,2819300,"$2,804,874 (USA) (28 October 2012)"
1533,2819300,"$2,799,445 (USA) (21 October 2012)"
1534,2819300,"$2,779,172 (USA) (14 October 2012)"
1535,2819300,"$2,692,161 (USA) (7 October 2012)"
1536,2819300,"$2,462,008 (USA) (30 September 2012)"
1537,2819300,"$1,977,528 (USA) (23 September 2012)"
1538,2819300,"$1,061,713 (USA) (16 September 2012)"
1539,2821284,"$73,002 (USA) (2 August 2015)"
1540,2821284,"$58,237 (USA) (19 July 2015)"
1541,2821284,"$19,437 (USA) (28 June 2015)"
1542,2821381,"$330,249,062 (USA) (12 June 2016)"
1543,2821381,"$329,905,951 (USA) (5 June 2016)"
1544,2821381,"$328,727,882 (USA) (22 May 2016)"
1545,2821381,"$328,200,056 (USA) (15 May 2016)"
1546,2821381,"$327,255,601 (USA) (8 May 2016)"
1547,2821381,"$325,192,009 (USA) (1 May 2016)"
1548,2821381,"$319,483,636 (USA) (24 April 2016)"
1549,2821381,"$311,330,086 (USA) (17 April 2016)"
1550,2821381,"$296,613,621 (USA) (10 April 2016)"
1551,2821381,"$260,408,047 (USA) (3 April 2016)"
1552,2821381,"$166,007,347 (USA) (27 March 2016)"
1553,2821381,"$330,360,194 (USA)"
1554,2821471,"$3,775,000 (USA) (26 July 2016)"
1555,2821715,"$11,141 (USA) (19 June 2011)"
1556,2821778,"$83,441,911 (USA) (22 May 2011)"
1557,2821778,"$83,271,423 (USA) (15 May 2011)"
1558,2821778,"$83,004,389 (USA) (8 May 2011)"
1559,2821778,"$82,795,220 (USA) (1 May 2011)"
1560,2821778,"$82,649,415 (USA) (24 April 2011)"
1561,2821778,"$82,193,266 (USA) (17 April 2011)"
1562,2821778,"$81,228,788 (USA) (10 April 2011)"
1563,2821778,"$78,502,566 (USA) (3 April 2011)"
1564,2821778,"$72,562,110 (USA) (27 March 2011)"
1565,2821778,"$60,540,135 (USA) (20 March 2011)"
1566,2821778,"$35,573,187 (USA) (13 March 2011)"
1567,2821974,"$8,792,656 (USA) (13 October 2013)"
1568,2821974,"$7,492,084 (USA) (29 September 2013)"
1569,2821974,"$4,603,177 (USA) (22 September 2013)"
1570,2822133,"$65,233,400 (USA) (4 August 2012)"
1571,2822133,"$64,996,175 (USA) (22 July 2012)"
1572,2822133,"$64,734,950 (USA) (15 July 2012)"
1573,2822133,"$64,334,950 (USA) (8 July 2012)"
1574,2822133,"$63,869,050 (USA) (1 July 2012)"
1575,2822133,"$63,190,105 (USA) (24 June 2012)"
1576,2822133,"$62,151,820 (USA) (17 June 2012)"
1577,2822133,"$59,820,215 (USA) (10 June 2012)"
1578,2822133,"$55,405,145 (USA) (3 June 2012)"
1579,2822133,"$47,443,375 (USA) (27 May 2012)"
1580,2822133,"$25,534,825 (USA) (20 May 2012)"
1581,2822133,"$65,422,625 (USA)"
1582,2823771,"$17,769,442 (USA) (13 July 2014)"
1583,2823771,"$17,713,539 (USA) (29 June 2014)"
1584,2823771,"$17,630,686 (USA) (22 June 2014)"
1585,2823771,"$17,550,501 (USA) (15 June 2014)"
1586,2823771,"$17,492,470 (USA) (8 June 2014)"
1587,2823771,"$16,052,768 (USA) (11 May 2014)"
1588,2823771,"$14,366,216 (USA) (4 May 2014)"
1589,2823771,"$11,281,525 (USA) (27 April 2014)"
1590,2823771,"$4,776,267 (USA) (20 April 2014)"
1591,2823884,"$27,854,896 (USA) (15 May 2011)"
1592,2823884,"$27,812,328 (USA) (8 May 2011)"
1593,2823884,"$27,731,132 (USA) (1 May 2011)"
1594,2823884,"$27,598,467 (USA) (24 April 2011)"
1595,2823884,"$27,473,335 (USA) (17 April 2011)"
1596,2823884,"$27,328,306 (USA) (10 April 2011)"
1597,2823884,"$26,786,409 (USA) (3 April 2011)"
1598,2823884,"$25,296,218 (USA) (27 March 2011)"
1599,2823884,"$22,183,943 (USA) (20 March 2011)"
1600,2823884,"$16,911,633 (USA) (13 March 2011)"
1601,2823884,"$9,851,102 (USA) (6 March 2011)"
1602,2823884,"$27,865,571 (USA)"
1603,2823913,"$12,784,397 (USA) (17 March 2013)"
1604,2823913,"$12,748,007 (USA) (10 March 2013)"
1605,2823913,"$12,687,673 (USA) (3 March 2013)"
1606,2823913,"$12,572,085 (USA) (24 February 2013)"
1607,2823913,"$12,306,988 (USA) (17 February 2013)"
1608,2823913,"$12,062,576 (USA) (10 February 2013)"
1609,2823913,"$11,876,675 (USA) (3 February 2013)"
1610,2823913,"$11,697,928 (USA) (27 January 2013)"
1611,2823913,"$11,240,985 (USA) (11 November 2012)"
1612,2823913,"$11,225,465 (USA) (4 November 2012)"
1613,2823913,"$11,204,347 (USA) (28 October 2012)"
1614,2823913,"$11,186,650 (USA) (21 October 2012)"
1615,2823913,"$11,152,266 (USA) (14 October 2012)"
1616,2823913,"$11,098,318 (USA) (7 October 2012)"
1617,2823913,"$11,029,930 (USA) (30 September 2012)"
1618,2823913,"$10,902,973 (USA) (23 September 2012)"
1619,2823913,"$10,660,984 (USA) (16 September 2012)"
1620,2823913,"$10,272,091 (USA) (9 September 2012)"
1621,2823913,"$9,788,161 (USA) (2 September 2012)"
1622,2823913,"$8,110,969 (USA) (19 August 2012)"
1623,2823913,"$7,160,156 (USA) (12 August 2012)"
1624,2823913,"$5,883,560 (USA) (5 August 2012)"
1625,2823913,"$4,206,936 (USA) (29 July 2012)"
1626,2823913,"$2,855,142 (USA) (22 July 2012)"
1627,2823913,"$1,692,675 (USA) (15 July 2012)"
1628,2823913,"$743,846 (USA) (8 July 2012)"
1629,2823913,"$169,702 (USA) (1 July 2012)"
1630,2823913,"$12,795,746 (USA)"
1631,2824272,"$1,200,046 (USA) (13 November 2011)"
1632,2824272,"$1,199,236 (USA) (6 November 2011)"
1633,2824272,"$1,197,553 (USA) (30 October 2011)"
1634,2824272,"$1,195,168 (USA) (23 October 2011)"
1635,2824272,"$1,193,212 (USA) (16 October 2011)"
1636,2824272,"$1,192,106 (USA) (9 October 2011)"
1637,2824272,"$1,190,369 (USA) (2 October 2011)"
1638,2824272,"$1,182,335 (USA) (25 September 2011)"
1639,2824272,"$1,170,397 (USA) (18 September 2011)"
1640,2824272,"$1,154,503 (USA) (11 September 2011)"
1641,2824272,"$1,144,045 (USA) (4 September 2011)"
1642,2824272,"$1,127,448 (USA) (28 August 2011)"
1643,2824272,"$1,101,399 (USA) (21 August 2011)"
1644,2824272,"$1,039,442 (USA) (14 August 2011)"
1645,2824272,"$941,286 (USA) (7 August 2011)"
1646,2824272,"$791,600 (USA) (31 July 2011)"
1647,2824272,"$595,728 (USA) (24 July 2011)"
1648,2824272,"$294,270 (USA) (17 July 2011)"
1649,2824272,"$111,982 (USA) (10 July 2011)"
1650,2824475,"$19,445,217 (USA) (7 April 2013)"
1651,2824475,"$19,398,345 (USA) (31 March 2013)"
1652,2824475,"$19,304,550 (USA) (24 March 2013)"
1653,2824475,"$19,173,892 (USA) (17 March 2013)"
1654,2824475,"$19,018,260 (USA) (10 March 2013)"
1655,2824475,"$18,557,744 (USA) (3 March 2013)"
1656,2824475,"$16,570,598 (USA) (24 February 2013)"
1657,2824475,"$11,487,578 (USA) (17 February 2013)"
1658,2824475,"$19,452,138 (USA)"
1659,2826375,"$8,251 (USA) (18 December 2014)"
1660,2826444,"$8,114,507 (USA) (3 November 2013)"
1661,2826444,"$8,113,737 (USA) (27 October 2013)"
1662,2826444,"$8,110,621 (USA) (13 October 2013)"
1663,2826444,"$8,102,196 (USA) (29 September 2013)"
1664,2826444,"$8,095,928 (USA) (22 September 2013)"
1665,2826444,"$8,084,232 (USA) (15 September 2013)"
1666,2826444,"$8,016,064 (USA) (25 August 2013)"
1667,2826444,"$7,983,147 (USA) (18 August 2013)"
1668,2826444,"$7,940,526 (USA) (11 August 2013)"
1669,2826444,"$7,814,792 (USA) (4 August 2013)"
1670,2826444,"$7,598,767 (USA) (28 July 2013)"
1671,2826444,"$7,392,490 (USA) (21 July 2013)"
1672,2826444,"$7,070,505 (USA) (14 July 2013)"
1673,2826444,"$6,576,894 (USA) (7 July 2013)"
1674,2826444,"$5,712,759 (USA) (30 June 2013)"
1675,2826444,"$4,618,935 (USA) (23 June 2013)"
1676,2826444,"$3,054,968 (USA) (16 June 2013)"
1677,2826444,"$1,460,103 (USA) (9 June 2013)"
1678,2826444,"$774,083 (USA) (2 June 2013)"
1679,2826444,"$305,975 (USA) (26 May 2013)"
1680,2826444,"$8,114,627 (USA)"
1681,2826654,"$37,047 (USA) (27 September 2015)"
1682,2826654,"$36,371 (USA) (20 September 2015)"
1683,2826654,"$33,562 (USA) (13 September 2015)"
1684,2826825,"$16,135,671 (USA) (28 September 2014)"
1685,2826825,"$13,755,573 (USA) (3 August 2014)"
1686,2826825,"$9,365,250 (USA) (20 July 2014)"
1687,2826825,"$5,171,587 (USA) (13 July 2014)"
1688,2826825,"$134,064 (USA) (29 June 2014)"
1689,2826825,"$16,170,632 (USA)"
1690,2828055,"$427,854 (USA) (23 March 2014)"
1691,2828055,"$423,956 (USA) (16 March 2014)"
1692,2828055,"$413,420 (USA) (9 March 2014)"
1693,2828055,"$312,938 (USA) (23 February 2014)"
1694,2828055,"$168,376 (USA) (16 February 2014)"
1695,2828055,"$428,318 (USA)"
1696,2828058,"$6,945 (USA) (8 June 2014)"
1697,2828058,"$6,945 (USA)"
1698,2828270,"$11,872 (USA) (8 May 2016)"
1699,2828299,"$302,652 (USA) (8 April 2012)"
1700,2828299,"$298,058 (USA) (18 March 2012)"
1701,2828299,"$287,281 (USA) (19 February 2012)"
1702,2828299,"$286,201 (USA) (12 February 2012)"
1703,2828299,"$284,321 (USA) (5 February 2012)"
1704,2828299,"$272,496 (USA) (29 January 2012)"
1705,2828299,"$267,965 (USA) (15 January 2012)"
1706,2828299,"$242,065 (USA) (1 January 2012)"
1707,2828299,"$208,276 (USA) (18 December 2011)"
1708,2828299,"$192,415 (USA) (11 December 2011)"
1709,2828299,"$182,579 (USA) (4 December 2011)"
1710,2828299,"$133,332 (USA) (20 November 2011)"
1711,2828299,"$90,294 (USA) (13 November 2011)"
1712,2828299,"$62,711 (USA) (6 November 2011)"
1713,2828299,"$38,713 (USA) (30 October 2011)"
1714,2828299,"$22,963 (USA) (23 October 2011)"
1715,2828311,"$526,322 (USA) (8 April 2012)"
1716,2828311,"$402,911 (USA) (25 March 2012)"
1717,2828311,"$266,528 (USA) (18 March 2012)"
1718,2828311,"$102,986 (USA) (11 March 2012)"
1719,2828311,"$43,990 (USA) (4 March 2012)"
1720,2828640,"$119,919 (USA) (29 July 2012)"
1721,2828640,"$117,210 (USA) (22 July 2012)"
1722,2828640,"$114,371 (USA) (15 July 2012)"
1723,2828640,"$111,450 (USA) (8 July 2012)"
1724,2828640,"$102,194 (USA) (1 July 2012)"
1725,2828640,"$94,066 (USA) (24 June 2012)"
1726,2828640,"$72,853 (USA) (17 June 2012)"
1727,2828640,"$38,018 (USA) (10 June 2012)"
1728,2828645,"$6,088 (USA) (14 October 2012)"
1729,2828645,"$1,869 (USA) (7 October 2012)"
1730,2829223,"$10,645,039 (USA) (3 August 2014)"
1731,2829223,"$10,449,148 (USA) (20 July 2014)"
1732,2829223,"$10,249,495 (USA) (13 July 2014)"
1733,2829223,"$9,655,485 (USA) (29 June 2014)"
1734,2829223,"$9,198,251 (USA) (22 June 2014)"
1735,2829223,"$8,569,624 (USA) (15 June 2014)"
1736,2829223,"$7,592,499 (USA) (8 June 2014)"
1737,2829223,"$6,210,000 (USA) (1 June 2014)"
1738,2829223,"$4,315,000 (USA) (25 May 2014)"
1739,2829223,"$634,210 (USA) (11 May 2014)"
1740,2829223,"$106,578 (USA) (4 May 2014)"
1741,2829223,"$10,726,630 (USA)"
1742,2829405,"$167,242 (USA) (6 November 2011)"
1743,2829405,"$165,458 (USA) (30 October 2011)"
1744,2829405,"$164,425 (USA) (23 October 2011)"
1745,2829405,"$164,075 (USA) (16 October 2011)"
1746,2829405,"$160,981 (USA) (9 October 2011)"
1747,2829405,"$155,070 (USA) (2 October 2011)"
1748,2829405,"$149,691 (USA) (25 September 2011)"
1749,2829405,"$133,609 (USA) (18 September 2011)"
1750,2829405,"$122,379 (USA) (11 September 2011)"
1751,2829405,"$101,236 (USA) (28 August 2011)"
1752,2829405,"$85,304 (USA) (21 August 2011)"
1753,2829405,"$55,893 (USA) (14 August 2011)"
1754,2829405,"$22,279 (USA) (7 August 2011)"
1755,2830091,"$26,274,090 (USA) (25 September 2016)"
1756,2830091,"$25,573,081 (USA) (11 September 2016)"
1757,2830091,"$19,583,702 (USA) (28 August 2016)"
1758,2830324,"$28,116 (USA) (4 May 2014)"
1759,2830324,"$16,768 (USA) (27 April 2014)"
1760,2830805,"$309,297 (USA) (22 February 2015)"
1761,2830805,"$310,978 (USA)"
1762,2831122,"$665,210 (USA) (21 November 2013)"
1763,2831650,"$9,203,192 (USA) (16 September 2012)"
1764,2831650,"$9,185,908 (USA) (9 September 2012)"
1765,2831650,"$9,168,134 (USA) (2 September 2012)"
1766,2831650,"$9,046,932 (USA) (19 August 2012)"
1767,2831650,"$8,940,212 (USA) (12 August 2012)"
1768,2831650,"$8,799,906 (USA) (5 August 2012)"
1769,2831650,"$8,593,771 (USA) (29 July 2012)"
1770,2831650,"$8,368,794 (USA) (22 July 2012)"
1771,2831650,"$8,106,280 (USA) (15 July 2012)"
1772,2831650,"$7,770,793 (USA) (8 July 2012)"
1773,2831650,"$7,263,295 (USA) (1 July 2012)"
1774,2831650,"$6,700,328 (USA) (24 June 2012)"
1775,2831650,"$5,870,616 (USA) (17 June 2012)"
1776,2831650,"$4,840,407 (USA) (10 June 2012)"
1777,2831650,"$3,611,117 (USA) (3 June 2012)"
1778,2831650,"$2,479,974 (USA) (27 May 2012)"
1779,2831650,"$1,124,572 (USA) (20 May 2012)"
1780,2831650,"$539,962 (USA) (13 May 2012)"
1781,2831650,"$261,843 (USA) (6 May 2012)"
1782,2831650,"$85,805 (USA) (29 April 2012)"
1783,2831741,"$32,864 (USA) (9 June 2013)"
1784,2831741,"$31,683 (USA) (26 May 2013)"
1785,2831741,"$29,946 (USA) (19 May 2013)"
1786,2831741,"$26,774 (USA) (5 May 2013)"
1787,2831741,"$20,419 (USA) (28 April 2013)"
1788,2831741,"$16,273 (USA) (21 April 2013)"
1789,2831741,"$10,330 (USA) (14 April 2013)"
1790,2831741,"$6,470 (USA) (7 April 2013)"
1791,2832441,"$891,997 (USA) (8 November 2015)"
1792,2832441,"$879,249 (USA) (11 October 2015)"
1793,2832441,"$876,005 (USA) (4 October 2015)"
1794,2832441,"$866,035 (USA) (27 September 2015)"
1795,2832441,"$851,641 (USA) (20 September 2015)"
1796,2832441,"$826,164 (USA) (13 September 2015)"
1797,2832441,"$667,349 (USA) (30 August 2015)"
1798,2832441,"$520,801 (USA) (23 August 2015)"
1799,2832441,"$50,738 (USA) (2 August 2015)"
1800,2832725,"$1,428 (USA) (18 November 2012)"
1801,2832918,"$10,104 (USA) (28 July 2016)"
1802,2832945,"$1,048,332 (USA) (4 October 2015)"
1803,2832945,"$797,163 (USA) (27 September 2015)"
1804,2833313,"$72,273 (USA) (23 March 2014)"
1805,2833444,"$102,378 (USA) (26 January 2014)"
1806,2833444,"$42,171 (USA) (8 December 2013)"
1807,2833444,"$14,866 (USA) (1 December 2013)"
1808,2834321,"$114,271 (USA) (3 March 2013)"
1809,2834321,"$109,406 (USA) (17 February 2013)"
1810,2834321,"$106,914 (USA) (10 February 2013)"
1811,2834321,"$100,140 (USA) (3 February 2013)"
1812,2834321,"$53,371 (USA) (6 January 2013)"
1813,2834321,"$45,252 (USA) (16 December 2012)"
1814,2834321,"$36,548 (USA) (9 December 2012)"
1815,2834321,"$12,195 (USA) (2 December 2012)"
1816,2834689,"$3,986 (USA) (25 February 2013)"
1817,2834874,"$90,194 (USA) (4 May 2014)"
1818,2834874,"$76,067 (USA) (30 March 2014)"
1819,2834874,"$58,309 (USA) (16 March 2014)"
1820,2834874,"$26,840 (USA) (9 March 2014)"
1821,2835112,"$14,612,840 (USA) (25 January 2015)"
1822,2835112,"$14,618,727 (USA)"
1823,2835130,"$1,231,025 (USA) (19 July 2015)"
1824,2835130,"$1,221,263 (USA) (28 June 2015)"
1825,2835130,"$1,205,319 (USA) (21 June 2015)"
1826,2835130,"$977,726 (USA) (7 June 2015)"
1827,2835130,"$685,205 (USA) (3 May 2015)"
1828,2835130,"$655,011 (USA) (26 April 2015)"
1829,2835130,"$460,556 (USA) (12 April 2015)"
1830,2835209,"$44,577 (USA) (26 April 2015)"
1831,2835646,"$1,626,289 (USA) (11 August 2013)"
1832,2835646,"$1,572,690 (USA) (4 August 2013)"
1833,2835646,"$647,112 (USA) (14 July 2013)"
1834,2837052,"$4,809 (USA) (30 June 2013)"
1835,2837052,"$2,477 (USA) (19 May 2013)"
1836,2837470,"$33,232 (USA) (27 March 2014)"
1837,2837470,"$32,828 (USA) (23 March 2014)"
1838,2837470,"$31,391 (USA) (16 March 2014)"
1839,2837470,"$30,000 (USA) (9 March 2014)"
1840,2837470,"$25,889 (USA) (23 February 2014)"
1841,2837470,"$23,637 (USA) (16 February 2014)"
1842,2837470,"$20,411 (USA) (2 February 2014)"
1843,2837470,"$16,206 (USA) (26 January 2014)"
1844,2838292,"$14,479,776 (USA) (22 March 2015)"
1845,2838292,"$14,471,298 (USA) (15 March 2015)"
1846,2838292,"$14,459,185 (USA) (8 March 2015)"
1847,2838292,"$14,444,602 (USA) (1 March 2015)"
1848,2838292,"$14,423,300 (USA) (22 February 2015)"
1849,2838292,"$14,321,745 (USA) (8 February 2015)"
1850,2838292,"$14,190,900 (USA) (3 February 2015)"
1851,2838292,"$14,006,331 (USA) (25 January 2015)"
1852,2838363,"$16,909 (USA) (28 June 2015)"
1853,2838442,"$222,487,711 (USA) (10 May 2015)"
1854,2838442,"$222,474,807 (USA) (7 May 2015)"
1855,2838442,"$222,471,831 (USA) (3 May 2015)"
1856,2838442,"$222,431,643 (USA) (26 April 2015)"
1857,2838442,"$222,412,064 (USA) (23 April 2015)"
1858,2838442,"$222,378,290 (USA) (16 April 2015)"
1859,2838442,"$222,366,600 (USA) (12 April 2015)"
1860,2838442,"$222,313,475 (USA) (9 April 2015)"
1861,2838442,"$222,245,770 (USA) (5 April 2015)"
1862,2838442,"$222,174,054 (USA) (2 April 2015)"
1863,2838442,"$222,125,000 (USA) (29 March 2015)"
1864,2838442,"$222,124,637 (USA) (29 March 2015)"
1865,2838442,"$221,968,880 (USA) (22 March 2015)"
1866,2838442,"$221,797,305 (USA) (19 March 2015)"
1867,2838442,"$221,690,346 (USA) (15 March 2015)"
1868,2838442,"$221,313,746 (USA) (8 March 2015)"
1869,2838442,"$220,986,971 (USA) (5 March 2015)"
1870,2838442,"$220,876,780 (USA) (1 March 2015)"
1871,2838442,"$220,212,093 (USA) (25 February 2015)"
1872,2838442,"$220,212,093 (USA) (22 February 2015)"
1873,2838442,"$219,482,366 (USA) (18 February 2015)"
1874,2838442,"$218,504,285 (USA) (11 February 2015)"
1875,2838442,"$218,504,285 (USA) (8 February 2015)"
1876,2838442,"$218,157,975 (USA) (5 February 2015)"
1877,2838442,"$217,603,425 (USA) (29 January 2015)"
1878,2838442,"$217,456,064 (USA) (25 January 2015)"
1879,2838442,"$216,772,237 (USA) (22 January 2015)"
1880,2838442,"$215,011,530 (USA) (15 January 2015)"
1881,2838442,"$212,208,958 (USA) (11 January 2015)"
1882,2838442,"$208,332,000 (USA) (2 January 2015)"
1883,2838442,"$222,527,828 (USA)"
1884,2838617,"$43,191 (USA) (4 May 2014)"
1885,2838617,"$41,977 (USA) (20 April 2014)"
1886,2838617,"$39,555 (USA) (6 April 2014)"
1887,2838617,"$35,406 (USA) (30 March 2014)"
1888,2838617,"$19,851 (USA) (23 March 2014)"
1889,2838617,"$7,539 (USA) (16 March 2014)"
1890,2838629,"$19,966,230 (USA) (25 March 2012)"
1891,2838629,"$19,792,425 (USA) (18 March 2012)"
1892,2838629,"$19,954,765 (USA) (11 March 2012)"
1893,2838629,"$19,362,140 (USA) (4 March 2012)"
1894,2838629,"$18,903,580 (USA) (26 February 2012)"
1895,2838629,"$17,605,685 (USA) (19 February 2012)"
1896,2838629,"$13,281,985 (USA) (12 February 2012)"
1897,2838629,"$7,760,205 (USA) (5 February 2012)"
1898,2838650,"$37,911,876 (USA) (22 May 2011)"
1899,2838650,"$37,892,605 (USA) (15 May 2011)"
1900,2838650,"$37,860,851 (USA) (8 May 2011)"
1901,2838650,"$37,814,428 (USA) (1 May 2011)"
1902,2838650,"$37,734,214 (USA) (24 April 2011)"
1903,2838650,"$37,615,151 (USA) (17 April 2011)"
1904,2838650,"$37,499,000 (USA) (10 April 2011)"
1905,2838650,"$37,271,547 (USA) (3 April 2011)"
1906,2838650,"$36,959,681 (USA) (27 March 2011)"
1907,2838650,"$36,407,678 (USA) (20 March 2011)"
1908,2838650,"$35,162,958 (USA) (13 March 2011)"
1909,2838650,"$33,250,835 (USA) (6 March 2011)"
1910,2838650,"$28,647,519 (USA) (27 February 2011)"
1911,2838650,"$19,000,000 (USA) (20 February 2011)"
1912,2838650,"$37,915,414 (USA)"
1913,2838683,$802 (USA) (8 March 2015)
1914,2838974,"$105,030 (USA) (22 September 2013)"
1915,2838974,"$103,438 (USA) (15 September 2013)"
1916,2838974,"$101,581 (USA) (1 September 2013)"
1917,2838974,"$101,181 (USA) (25 August 2013)"
1918,2838974,"$98,126 (USA) (18 August 2013)"
1919,2838974,"$96,398 (USA) (11 August 2013)"
1920,2838974,"$90,516 (USA) (4 August 2013)"
1921,2838974,"$83,899 (USA) (28 July 2013)"
1922,2838974,"$68,561 (USA) (21 July 2013)"
1923,2838974,"$39,653 (USA) (14 July 2013)"
1924,2838974,"$20,851 (USA) (7 July 2013)"
1925,2838981,"$1,009,301 (USA) (24 December 2015)"
1926,2838981,"$998,963 (USA) (13 December 2015)"
1927,2838981,"$985,223 (USA) (6 December 2015)"
1928,2838981,"$979,685 (USA) (29 November 2015)"
1929,2838981,"$973,781 (USA) (22 November 2015)"
1930,2838981,"$944,673 (USA) (15 November 2015)"
1931,2838981,"$896,261 (USA) (8 November 2015)"
1932,2838988,"$16,835 (USA) (3 November 2013)"
1933,2839467,"$7,371 (USA) (21 July 2013)"
1934,2841451,"$7,679 (USA) (28 September 2014)"
1935,2842083,"$138,730 (USA) (3 June 2012)"
1936,2842083,"$131,853 (USA) (27 May 2012)"
1937,2842083,"$118,194 (USA) (13 May 2012)"
1938,2842083,"$113,892 (USA) (29 April 2012)"
1939,2842083,"$113,116 (USA) (22 April 2012)"
1940,2842083,"$109,932 (USA) (15 April 2012)"
1941,2842083,"$102,551 (USA) (8 April 2012)"
1942,2842083,"$73,827 (USA) (4 March 2012)"
1943,2842083,"$67,371 (USA) (26 February 2012)"
1944,2842083,"$63,225 (USA) (19 February 2012)"
1945,2842083,"$56,135 (USA) (12 February 2012)"
1946,2842083,"$51,016 (USA) (5 February 2012)"
1947,2842083,"$46,976 (USA) (29 January 2012)"
1948,2842083,"$41,521 (USA) (22 January 2012)"
1949,2842083,"$35,826 (USA) (15 January 2012)"
1950,2842083,"$14,008 (USA) (8 January 2012)"
1951,2842343,"$42,335,698 (USA) (12 April 2015)"
1952,2842343,"$42,312,500 (USA) (5 April 2015)"
1953,2842343,"$42,285,679 (USA) (1 April 2015)"
1954,2842343,"$42,273,153 (USA) (29 March 2015)"
1955,2842343,"$42,190,774 (USA) (22 March 2015)"
1956,2842343,"$42,025,329 (USA) (15 March 2015)"
1957,2842343,"$41,535,026 (USA) (8 March 2015)"
1958,2842343,"$40,227,624 (USA) (1 March 2015)"
1959,2842343,"$37,780,892 (USA) (22 February 2015)"
1960,2842343,"$35,135,202 (USA) (8 February 2015)"
1961,2842343,"$30,936,133 (USA) (25 January 2015)"
1962,2842343,"$25,747,726 (USA) (10 January 2015)"
1963,2842343,"$42,340,598 (USA)"
1964,2842519,"$8,550 (USA) (26 June 2016)"
1965,2842519,"$4,599 (USA) (19 June 2016)"
1966,2843960,"$100,650 (USA) (17 November 2014)"
1967,2845800,"$62,563,543 (USA) (29 November 2015)"
1968,2845800,"$62,503,619 (USA) (22 November 2015)"
1969,2845800,"$62,370,002 (USA) (15 November 2015)"
1970,2845800,"$62,134,615 (USA) (8 November 2015)"
1971,2845800,"$57,557,218 (USA) (11 October 2015)"
1972,2845800,"$52,963,215 (USA) (5 October 2015)"
1973,2845800,"$52,462,156 (USA) (4 October 2015)"
1974,2845800,"$42,129,394 (USA) (27 September 2015)"
1975,2845800,"$22,635,037 (USA) (20 September 2015)"
1976,2845800,"$62,575,678 (USA)"
1977,2845930,"$6,404,760 (USA) (8 December 2013)"
1978,2845930,"$4,779,723 (USA) (1 December 2013)"
1979,2846001,"$21,569,041 (USA) (10 May 2015)"
1980,2846001,"$21,560,226 (USA) (3 May 2015)"
1981,2846001,"$21,548,294 (USA) (26 April 2015)"
1982,2846001,"$21,474,763 (USA) (12 April 2015)"
1983,2846001,"$21,420,382 (USA) (5 April 2015)"
1984,2846001,"$21,401,142 (USA) (29 March 2015)"
1985,2846001,"$21,356,808 (USA) (22 March 2015)"
1986,2846001,"$21,265,751 (USA) (15 March 2015)"
1987,2846001,"$21,052,926 (USA) (8 March 2015)"
1988,2846001,"$20,602,166 (USA) (1 March 2015)"
1989,2846001,"$19,647,036 (USA) (22 February 2015)"
1990,2846001,"$17,780,000 (USA) (15 February 2015)"
1991,2846001,"$13,139,951 (USA) (8 February 2015)"
1992,2846001,"$6,456,000 (USA) (1 February 2015)"
1993,2846304,"$1,171,559 (USA) (19 March 2015)"
1994,2846304,"$1,169,381 (USA) (22 February 2015)"
